,Total Household Income
35305,334049
35306,65720
35307,137917
35308,87549
35309,416448
35310,105475
35311,101310
35312,36463
35313,41802
35314,124818
35315,79550
35316,74649
35317,77450
35318,29534
35319,120606
35320,148582
35321,166220
35322,85160
35323,104788
35324,371868
35325,84444
35326,106210
35327,116363
35328,91643
35329,71650
35330,88275
35331,95870
35332,41184
35333,136175
35334,73495
35335,119085
35336,94785
35337,106133
35338,107658
35339,129850
35340,71194
35341,119190
35342,58344
35343,62749
35344,112870
35345,101576
35346,64985
35347,166752
35348,69399
35349,89023
35350,95630
35351,49899
35352,83765
35353,117805
35354,35792
35355,50862
35356,77016
35357,80400
35358,64639
35359,34775
35360,92791
35361,47406
35362,55925
35363,101665
35364,77829
35365,31724
35366,55844
35367,104325
35368,84975
35369,65345
35370,102822
35371,107090
35372,160172
35373,124678
35374,92052
35375,95279
35376,63769
35377,119689
35378,54193
35379,501670
35380,61882
35381,103807
35382,97914
35383,144414
35384,461130
35385,523207
35386,52410
35387,264464
35388,356528
35389,133997
35390,314877
35391,86062
35392,192507
35393,89223
35394,109127
35395,66731
35396,33231
35397,242475
35398,137110
35399,102548
35400,78426
35401,70308
35402,121002
35403,105953
35404,376359
35405,114454
35406,66035
35407,119087
35408,88165
35409,192835
35410,106840
35411,69859
35412,41142
35413,43777
35414,56104
35415,74400
35416,65998
35417,79768
35418,73198
35419,44930
35420,36904
35421,72697
35422,107700
35423,37781
35424,121261
35425,162998
35426,82407
35427,220348
35428,73567
35429,146049
35430,117215
35431,77657
35432,104120
35433,115116
35434,90457
35435,82615
35436,28822
35437,119587
35438,98632
35439,66209
35440,100302
35441,95273
35442,188388
35443,79664
35444,58295
35445,52686
35446,60490
35447,42378
35448,113603
35449,92024
35450,126166
35451,87410
35452,99042
35453,76682
35454,96925
35455,97600
35456,102239
35457,365602
35458,93606
35459,63735
35460,542005
35461,53410
35462,76675
35463,409940
35464,68694
35465,131898
35466,180085
35467,73252
35468,62660
35469,93726
35470,70251
35471,48727
35472,177390
35473,73870
35474,65100
35475,73842
35476,75550
35477,37710
35478,48102
35479,119799
35480,54040
35481,68695
35482,58940
35483,70429
35484,52768
35485,59196
35486,59395
35487,22956
35488,88775
35489,121706
35490,115680
35491,72119
35492,302155
35493,128206
35494,54984
35495,68990
35496,126445
35497,43085
35498,126405
35499,69304
35500,47254
35501,106290
35502,69050
35503,71420
35504,74118
35505,29048
35506,132524
35507,70052
35508,125370
35509,314664
35510,184279
35511,107985
35512,163560
35513,98497
35514,44775
35515,144764
35516,66690
35517,77915
35518,285659
35519,83031
35520,160949
35521,99140
35522,46500
35523,106871
35524,80169
35525,101775
35526,137460
35527,78350
35528,97493
35529,380135
35530,168789
35531,91689
35532,60985
35533,60318
35534,73960
35535,74955
35536,43346
35537,61551
35538,74668
35539,95218
35540,56571
35541,354665
35542,86690
35543,80285
35544,119953
35545,79287
35546,74858
35547,41752
35548,78639
35549,79998
35550,155359
35551,492580
35552,373742
35553,63378
35554,129046
35555,154384
35556,133985
35557,131671
35558,36977
35559,97358
35560,405801
35561,134370
35562,166390
35563,181915
35564,76962
35565,50314
35566,139735
35567,97666
35568,104865
35569,48694
35570,73325
35571,47438
35572,110705
35573,137644
35574,99741
35575,636392
35576,1981267
35577,384000
35578,69079
35579,292533
35580,484392
35581,50619
35582,117895
35583,52557
35584,91954
35585,168235
35586,613608
35587,181215
35588,251832
35589,607445
35590,153709
35591,46595
35592,114630
35593,139912
35594,63185
35595,83851
35596,84628
35597,99410
35598,29463
35599,79940
35600,51632
35601,86015
35602,115093
35603,34969
35604,624971
35605,105705
35606,75645
35607,157660
35608,70699
35609,31872
35610,62405
35611,112181
35612,143424
35613,145500
35614,237211
35615,146899
35616,112134
35617,708095
35618,180659
35619,126648
35620,143861
35621,136356
35622,139576
35623,92628
35624,116089
35625,142989
35626,133417
35627,101930
35628,241645
35629,98743
35630,117628
35631,87186
35632,46997
35633,109008
35634,71802
35635,57453
35636,389025
35637,45100
35638,80189
35639,188459
35640,65022
35641,50503
35642,73133
35643,189553
35644,53602
35645,56735
35646,62389
35647,282855
35648,67552
35649,48511
35650,66269
35651,111877
35652,94613
35653,62856
35654,75785
35655,322721
35656,80531
35657,100727
35658,39265
35659,86760
35660,128562
35661,113181
35662,175956
35663,71867
35664,150458
35665,101853
35666,97388
35667,87444
35668,109530
35669,111435
35670,77253
35671,106570
35672,104464
35673,80432
35674,79750
35675,187390
35676,127030
35677,107540
35678,140940
35679,168065
35680,331746
35681,100705
35682,68875
35683,123705
35684,71405
35685,177514
35686,80285
35687,58660
35688,96893
35689,107835
35690,39532
35691,76805
35692,137678
35693,85163
35694,215427
35695,104795
35696,164126
35697,105890
35698,47617
35699,114640
35700,230175
35701,213590
35702,175515
35703,304858
35704,151470
35705,93065
35706,81266
35707,193323
35708,216324
35709,110600
35710,153504
35711,94225
35712,142955
35713,116768
35714,114129
35715,105383
35716,120283
35717,39662
35718,28927
35719,165644
35720,96217
35721,164938
35722,135040
35723,100472
35724,87765
35725,150082
35726,105328
35727,160685
35728,123731
35729,37998
35730,143120
35731,446148
35732,1154757
35733,118784
35734,170154
35735,228740
35736,246300
35737,275900
35738,161868
35739,112732
35740,126788
35741,160916
35742,150754
35743,126880
35744,931281
35745,142387
35746,740418
35747,335600
35748,221450
35749,343080
35750,160590
35751,192633
35752,74045
35753,115274
35754,143402
35755,443944
35756,196772
35757,207591
35758,443236
35759,124420
35760,172522
35761,162750
35762,176518
35763,74223
35764,108341
35765,131764
35766,111355
35767,93500
35768,131025
35769,184090
35770,136818
35771,82698
35772,64401
35773,50306
35774,213522
35775,60058
35776,183964
35777,83190
35778,117199
35779,139249
35780,62059
35781,54748
35782,58347
35783,78666
35784,38589
35785,67198
35786,47247
35787,66590
35788,80639
35789,72668
35790,68005
35791,68460
35792,65911
35793,105696
35794,24886
35795,143675
35796,130348
35797,157624
35798,36138
35799,394625
35800,134419
35801,53652
35802,104774
35803,228971
35804,86996
35805,68387
35806,94930
35807,77438
35808,228900
35809,62964
35810,132502
35811,85153
35812,91655
35813,111827
35814,437132
35815,91314
35816,80284
35817,122447
35818,53872
35819,69651
35820,74711
35821,35115
35822,131824
35823,108706
35824,67885
35825,91637
35826,203108
35827,96498
35828,122109
35829,169342
35830,91263
35831,123553
35832,66275
35833,79680
35834,32139
35835,243410
35836,52163
35837,64757
35838,181117
35839,132042
35840,190962
35841,51726
35842,175512
35843,145194
35844,110979
35845,42560
35846,54923
35847,83100
35848,41517
35849,243188
35850,98635
35851,121619
35852,116481
35853,101034
35854,78204
35855,113371
35856,73697
35857,194058
35858,99190
35859,284850
35860,135448
35861,101169
35862,404883
35863,60110
35864,72316
35865,105408
35866,347928
35867,85862
35868,56980
35869,78342
35870,513730
35871,141750
35872,132774
35873,77203
35874,116243
35875,706939
35876,35375
35877,68533
35878,156291
35879,31842
35880,58015
35881,49032
35882,50078
35883,72245
35884,54015
35885,36657
35886,29940
35887,64010
35888,47907
35889,80879
35890,60275
35891,97674
35892,53759
35893,28330
35894,42254
35895,64461
35896,67514
35897,91544
35898,90394
35899,80874
35900,73206
35901,36566
35902,157440
35903,117190
35904,80390
35905,69160
35906,71405
35907,35772
35908,118730
35909,60058
35910,113902
35911,114668
35912,188500
35913,119240
35914,106000
35915,510120
35916,225250
35917,156150
35918,179750
35919,775080
35920,60083
35921,96132
35922,53830
35923,126569
35924,65871
35925,183978
35926,134171
35927,94425
35928,145535
35929,69151
35930,103600
35931,137693
35932,130401
35933,115422
35934,158490
35935,150601
35936,79084
35937,34386
35938,62556
35939,58020
35940,44915
35941,133554
35942,72254
35943,94848
35944,53314
35945,58130
35946,115943
35947,89105
35948,117953
35949,65651
35950,112232
35951,168790
35952,333472
35953,224114
35954,138707
35955,63871
35956,108244
35957,110382
35958,104578
35959,306917
35960,108866
35961,513158
35962,135253
35963,160191
35964,121070
35965,163090
35966,337365
35967,80770
35968,108880
35969,167330
35970,85275
35971,137071
35972,305619
35973,67532
35974,539601
35975,171800
35976,133710
35977,156657
35978,508474
35979,130215
35980,100714
35981,114089
35982,103976
35983,116213
35984,611650
35985,138676
35986,117610
35987,804460
35988,249781
35989,469480
35990,249830
35991,94287
35992,495560
35993,346800
35994,615170
35995,439530
35996,283000
35997,363550
35998,183495
35999,194027
36000,196102
36001,195330
36002,223440
36003,170716
36004,45175
36005,132855
36006,153926
36007,50147
36008,31945
36009,385986
36010,102920
36011,99810
36012,212416
36013,80426
36014,110836
36015,182337
36016,134076
36017,172775
36018,107420
36019,183640
36020,250102
36021,77465
36022,184700
36023,146000
36024,95245
36025,165900
36026,152169
36027,143342
36028,142678
36029,328715
36030,37354
36031,160438
36032,96172
36033,87951
36034,62045
36035,849200
36036,269123
36037,221230
36038,240160
36039,204440
36040,814676
36041,1143201
36042,883373
36043,588055
36044,987570
36045,810616
36046,232042
36047,134160
36048,71645
36049,121935
36050,57100
36051,887824
36052,174840
36053,47552
36054,70700
36055,125380
36056,57525
36057,351152
36058,219690
36059,208694
36060,90295
36061,19730
36062,103532
36063,97504
36064,415275
36065,125142
36066,129178
36067,133688
36068,132115
36069,49634
36070,61105
36071,65130
36072,137010
36073,563290
36074,243588
36075,90480
36076,143590
36077,114974
36078,101244
36079,231772
36080,158923
36081,374600
36082,114520
36083,204110
36084,27660
36085,180005
36086,300348
36087,168507
36088,100226
36089,75608
36090,176146
36091,114800
36092,608475
36093,90950
36094,115800
36095,227060
36096,186542
36097,167818
36098,154451
36099,329581
36100,566396
36101,156165
36102,105000
36103,1202840
36104,148120
36105,361196
36106,78370
36107,134890
36108,125925
36109,68071
36110,91958
36111,125000
36112,94778
36113,95505
36114,72402
36115,89243
36116,94934
36117,48190
36118,102710
36119,77597
36120,89222
36121,79565
36122,573523
36123,82630
36124,117006
36125,65155
36126,79127
36127,78047
36128,91004
36129,98497
36130,59671
36131,197240
36132,108615
36133,51931
36134,201133
36135,96201
36136,125459
36137,226444
36138,111570
36139,1271592
36140,113748
36141,238230
36142,131327
36143,821052
36144,114101
36145,439299
36146,315937
36147,97150
36148,56990
36149,51637
36150,49378
36151,76711
36152,59975
36153,93019
36154,105336
36155,92503
36156,76486
36157,58531
36158,77194
36159,307818
36160,240120
36161,156535
36162,148677
36163,104312
36164,104620
36165,104232
36166,186528
36167,171490
36168,180720
36169,165650
36170,115039
36171,147192
36172,144225
36173,470063
36174,316928
36175,176262
36176,134028
36177,184945
36178,131222
36179,218522
36180,457259
36181,152690
36182,1304573
36183,124604
36184,261300
36185,502540
36186,440360
36187,241799
36188,116377
36189,212693
36190,278000
36191,192032
36192,542128
36193,471528
36194,182396
36195,166291
36196,172570
36197,661119
36198,239415
36199,387295
36200,783253
36201,144815
36202,124688
36203,171803
36204,374882
36205,269871
36206,186993
36207,127321
36208,115109
36209,232340
36210,83986
36211,140349
36212,130183
36213,120330
36214,106119
36215,182766
36216,87548
36217,105813
36218,76425
36219,119971
36220,126247
36221,132914
36222,107346
36223,87652
36224,107217
36225,175898
36226,504644
36227,287691
36228,217592
36229,458750
36230,374940
36231,232770
36232,515153
36233,197800
36234,396676
36235,275535
36236,417660
36237,276300
36238,256207
36239,175738
36240,214270
36241,170895
36242,321751
36243,249870
36244,310252
36245,950220
36246,407472
36247,224618
36248,213025
36249,391000
36250,140063
36251,117995
36252,235180
36253,260700
36254,189650
36255,410077
36256,244945
36257,521360
36258,153808
36259,97783
36260,326090
36261,115148
36262,317894
36263,198125
36264,111115
36265,104480
36266,235441
36267,297180
36268,330028
36269,173578
36270,509088
36271,149564
36272,489268
36273,156531
36274,896256
36275,732482
36276,407445
36277,132600
36278,384162
36279,138776
36280,367480
36281,329661
36282,175060
36283,871644
36284,330930
36285,161300
36286,6071030
36287,292940
36288,144470
36289,1224537
36290,578230
36291,205195
36292,379760
36293,265770
36294,1316262
36295,217200
36296,238000
36297,315185
36298,163840
36299,318024
36300,502823
36301,843226
36302,205060
36303,495095
36304,236020
36305,540500
36306,424575
36307,174692
36308,157800
36309,321208
36310,351910
36311,181284
36312,366441
36313,211660
36314,144120
36315,171252
36316,510735
36317,132351
36318,322307
36319,147203
36320,158737
36321,822418
36322,174103
36323,143225
36324,322188
36325,261650
36326,138320
36327,131960
36328,163150
36329,150435
36330,129698
36331,156450
36332,155582
36333,136938
36334,180937
36335,157627
36336,161650
36337,117050
36338,198915
36339,208170
36340,104551
36341,111450
36342,194968
36343,495084
36344,168810
36345,239235
36346,193879
36347,337464
36348,86473
36349,412712
36350,183142
36351,159782
36352,199320
36353,371556
36354,145240
36355,103163
36356,155593
36357,159994
36358,123787
36359,156610
36360,150320
36361,62590
36362,98070
36363,141579
36364,84055
36365,176270
36366,573843
36367,140290
36368,331339
36369,984219
36370,187240
36371,340112
36372,178090
36373,1540253
36374,996392
36375,144624
36376,232541
36377,114240
36378,194212
36379,295426
36380,194605
36381,196214
36382,704417
36383,186907
36384,244860
36385,350158
36386,141254
36387,119795
36388,282704
36389,197180
36390,520247
36391,184350
36392,265443
36393,237925
36394,900951
36395,367285
36396,309772
36397,259244
36398,178021
36399,225218
36400,243493
36401,294242
36402,229865
36403,482727
36404,109082
36405,98830
36406,219474
36407,149156
36408,122622
36409,156927
36410,161070
36411,157090
36412,167076
36413,159750
36414,192035
36415,736949
36416,271002
36417,169517
36418,300068
36419,211746
36420,157636
36421,124410
36422,196317
36423,1228017
36424,150900
36425,126000
36426,151238
36427,223154
36428,174071
36429,194480
36430,215107
36431,219987
36432,146119
36433,145688
36434,616438
36435,203029
36436,430529
36437,247650
36438,191610
36439,194085
36440,205788
36441,493837
36442,231030
36443,220051
36444,122710
36445,59259
36446,154445
36447,157158
36448,164768
36449,212491
36450,150222
36451,328550
36452,247461
36453,119640
36454,214878
36455,147340
36456,225808
36457,171855
36458,67563
36459,147415
36460,415700
36461,190825
36462,339490
36463,197615
36464,223976
36465,215550
36466,198193
36467,180170
36468,296665
36469,155422
36470,144467
36471,123710
36472,136439
36473,100836
36474,197396
36475,164476
36476,149739
36477,215652
36478,184260
36479,290588
36480,161765
36481,256520
36482,231422
36483,132769
36484,477279
36485,196167
36486,183730
36487,105972
36488,324385
36489,815243
36490,334815
36491,244355
36492,607634
36493,352067
36494,706212
36495,130057
36496,444287
36497,198561
36498,236352
36499,219611
36500,192671
36501,182719
36502,238439
36503,288026
36504,421562
36505,510194
36506,184550
36507,286804
36508,288605
36509,366470
36510,475471
